Lrise,Ga,Bo,maxVelocity,Ratio,max_ratio,L_bounce_center,L_bounce_upper,t_last
2.5,15,0.07,1.60063,1.0528,1.25903,0.2329,0.0007,3.14
2.5,15,0.1,1.57183,1.07407,1.31671,0.2429,0.0,3.29
2.5,15,0.4,1.37302,1.24835,1.71218,0.2192,0.0,4.11
2.5,15,0.7,1.23255,1.40784,2.01946,0.186,0.0,4.61
2.5,15,1,1.12486,1.54242,2.28729,0.1589,0.0,5.0
2.5,15,4,0.9612,1.36446,4.97887,0.0813,0.0,7.26
2.5,15,7,0.947258,1.33067,7.09802,0.063,0.0,8.59
2.5,15,10,0.942269,1.30611,8.60527,0.0438,0.0,9.46
2.5,15,20,0.936399,1.30696,11.7726,0.0,0.0013,12.81
2.5,10,0.001,1.48374,1.00066,1.01795,0.0661,0.0423,2.57
2.5,10,0.004,1.39962,1.00217,1.03449,0.0678,0.0249,2.78
2.5,10,0.007,1.39023,1.00377,1.04716,0.0758,0.0121,2.83
2.5,10,0.01,1.38785,1.00538,1.05784,0.0826,0.0061,2.89
2.5,10,0.04,1.36418,1.02067,1.13266,0.1139,0.0006,3.22
2.5,10,0.07,1.3454,1.03515,1.18303,0.1236,0.0,3.44
2.5,10,0.1,1.32808,1.04959,1.2266,0.1255,0.0,3.59
2.5,10,0.4,1.20086,1.17422,1.54077,0.1022,0.0,4.41
2.5,10,0.7,1.10674,1.28754,1.78412,0.0824,0.0,4.88
2.5,10,1,1.03409,1.3847,2.00539,0.0688,0.0,5.26
2.5,10,4,0.902859,1.35773,4.18725,0.0283,0.0,7.44
2.5,10,7,0.890069,1.32753,6.09118,0.017,0.0,8.6
2.5,10,10,0.885219,1.31528,7.50209,0.0071,0.0,9.15
2.5,10,20,0.879477,1.30757,10.4944,0.0,0.0006,27.91
2.5,7.5,0.001,1.25916,1.00043,1.01033,0.0263,0.0129,2.8
2.5,7.5,0.004,1.19386,1.0016,1.02124,0.0345,0.0041,3.06
2.5,7.5,0.007,1.18669,1.00273,1.03025,0.0389,0.0005,3.15
2.5,7.5,0.01,1.18351,1.00384,1.03859,0.0421,0.0003,3.21
2.5,7.5,0.04,1.16844,1.01514,1.09542,0.059,0.0004,3.54
2.5,7.5,0.07,1.15645,1.02592,1.13565,0.0618,0.0,3.77
2.5,7.5,0.1,1.14539,1.03641,1.17098,0.0609,0.0,3.92
2.5,7.5,0.4,1.06073,1.12956,1.43544,0.0416,0.0,4.7
2.5,7.5,0.7,0.994799,1.21607,1.64508,0.0297,0.0,5.18
2.5,7.5,1,0.944035,1.2894,1.8351,0.0218,0.0,5.53
2.5,7.5,4,0.842216,1.31736,3.61616,0.0017,0.0,7.3
2.5,7.5,7,0.830217,1.314,5.27141,0.0,0.0,8.09
2.5,7.5,10,0.825916,1.29718,6.5237,0.0,0.0,25.41
2.5,7.5,20,0.820786,1.27967,9.26572,0.0,0.0022,30.21
2.5,5,0.001,0.972009,1.00036,1.00316,0.0047,0.0032,3.48
2.5,5,0.004,0.922954,1.00102,1.00851,0.0028,0.0,3.81
2.5,5,0.007,0.916954,1.00165,1.01383,0.0031,0.0,3.86
2.5,5,0.01,0.914351,1.00227,1.01861,0.0042,0.0,3.9
2.5,5,0.04,0.90682,1.00898,1.05516,0.0068,0.0,4.25
2.5,5,0.07,0.901629,1.01565,1.08406,0.0046,0.0,4.41
2.5,5,0.1,0.895636,1.02201,1.11065,0.0034,0.0,4.53
2.5,5,0.4,0.852937,1.08066,1.31987,0.0,0.0,10.28
2.5,5,0.7,0.818022,1.13639,1.49307,0.0,0.0,12.04
2.5,5,1,0.791206,1.17749,1.64681,0.0,0.0,13.86
2.5,5,4,0.728144,1.25209,3.0029,0.0,0.0,21.9
2.5,5,7,0.719356,1.24094,4.21941,0.0,0.0,24.65
2.5,5,10,0.71629,1.21276,5.22491,0.0,0.0,30.08
2.5,5,20,0.713109,1.217,7.98255,0.0,0.0001,39.34
2.5,2.5,0.001,0.584268,1.00017,1.00189,0.0002,0.0025,6.43
2.5,2.5,0.004,0.556386,1.00046,1.00541,0.0055,0.0032,11.02
2.5,2.5,0.007,0.552941,1.0008,1.00927,0.0002,0.0032,8.65
2.5,2.5,0.01,0.551535,1.0011,1.0119,0.0013,0.0032,8.82
2.5,2.5,0.04,0.547911,1.00409,1.03778,0.0,0.0004,9.69
2.5,2.5,0.07,0.546395,1.00713,1.06122,0.0,0.0005,11.34
2.5,2.5,0.1,0.544945,1.01015,1.08377,0.0,0.0,11.04
2.5,2.5,0.4,0.533109,1.03843,1.26223,0.0,0.0,15.75
2.5,2.5,0.7,0.523254,1.06302,1.41013,0.0,0.0,19.92
2.5,2.5,1,0.515651,1.08282,1.54334,0.0,0.0,22.19
2.5,2.5,4,0.49613,1.1066,2.65932,0.0,0.0,30.89
2.5,2.5,7,0.492963,1.11888,3.7106,0.0,0.0,36.38
2.5,2.5,10,0.491801,1.11942,4.73807,0.0,0.0,38.74
2.5,2.5,20,0.490286,1.11624,7.53304,0.0,0.0,50.56
2.5,1,0.001,0.267414,1.00016,1.0018,0.0,0.0033,15.82
2.5,1,0.004,0.253539,1.00027,1.00461,0.0034,0.0032,20.6
2.5,1,0.007,0.251786,1.00042,1.00876,0.0,0.0032,17.56
2.5,1,0.01,0.250924,1.00058,1.01114,0.0,0.0032,17.67
2.5,1,0.04,0.2499,1.00218,1.03569,0.0,0.0004,20.88
2.5,1,0.07,0.249502,1.00374,1.05941,0.0,0.0,22.49
2.5,1,0.1,0.249155,1.00529,1.0822,0.0,0.0,24.19
2.5,1,0.4,0.246878,1.01812,1.25504,0.0,0.0,31.12
2.5,1,0.7,0.245383,1.02699,1.39977,0.0,0.0,36.36
2.5,1,1,0.244402,1.03262,1.52938,0.0,0.0,39.45
2.5,1,4,0.241565,1.03286,2.61,0.0,0.0,51.56
2.5,1,7,0.241367,1.03379,3.58033,0.0,0.0,57.59
2.5,1,10,0.241259,1.03463,4.49768,0.0,0.0,62.26
2.5,1,20,0.241329,1.03475,6.95144,0.0,0.0,70.57
1.75,100,0.001,2.06269,1.00117,1.04762,0.2768,0.2264,1.81
1.75,100,0.004,2.03276,1.00645,1.10123,0.9818,0.8794,2.53
1.75,100,0.007,2.02724,1.0113,1.13565,0.9901,0.8579,2.61
1.75,100,0.01,2.02023,1.01596,1.16344,0.9806,0.8321,2.64
1.75,100,0.04,1.95508,1.06059,1.34564,0.9433,0.6567,2.81
1.75,100,0.07,1.89812,1.10327,1.47592,0.9306,0.6358,2.93
1.75,100,0.1,1.8468,1.14186,1.58819,0.917,0.521,3.0
1.75,100,0.4,1.49299,1.50587,2.44885,0.9019,0.4004,3.61
1.75,100,0.7,1.24202,1.73006,3.04324,0.7692,0.1475,4.0
1.75,100,1,1.13863,1.61783,3.39237,0.6408,0.0,4.35
1.75,80,0.001,2.06725,1.00102,1.04824,0.784,0.7359,2.14
1.75,80,0.004,1.99976,1.00655,1.09849,0.8881,0.7867,2.54
1.75,80,0.007,1.99471,1.01102,1.13095,0.8821,0.756,2.61
1.75,80,0.01,1.98753,1.01537,1.15651,0.8755,0.7334,2.61
1.75,80,0.04,1.92507,1.05864,1.33095,0.8458,0.5776,2.77
1.75,80,0.07,1.8713,1.09818,1.45572,0.8323,0.5361,2.87
1.75,80,0.1,1.82272,1.13483,1.56235,0.8252,0.4541,2.96
1.75,80,0.4,1.4827,1.4824,2.37086,0.8152,0.3149,3.56
1.75,80,0.7,1.24029,1.72227,2.92399,0.7022,0.0602,3.97
1.75,80,1,1.13715,1.61481,3.26472,0.5902,0.0,4.33
1.75,60,0.001,2.02987,1.00126,1.04554,0.7253,0.6748,2.16
1.75,60,0.004,1.94673,1.006,1.09252,0.7578,0.6602,2.47
1.75,60,0.007,1.94155,1.01029,1.1228,0.7557,0.6323,2.52
1.75,60,0.01,1.93543,1.01432,1.14678,0.7375,0.5881,2.55
1.75,60,0.04,1.87692,1.05495,1.3106,0.7093,0.4691,2.72
1.75,60,0.07,1.82665,1.09204,1.42626,0.7026,0.3762,2.81
1.75,60,0.1,1.78213,1.12675,1.53071,0.7042,0.3604,2.93
1.75,60,0.4,1.46407,1.4471,2.26106,0.7,0.1901,3.5
1.75,60,0.7,1.23555,1.68859,2.76271,0.6103,0.0,3.94
1.75,60,1,1.13425,1.59026,3.08571,0.5166,0.0,4.3
1.75,50,0.001,1.98559,1.00205,1.04465,0.6688,0.6218,2.15
1.75,50,0.004,1.9063,1.00563,1.08887,0.6743,0.581,2.47
1.75,50,0.007,1.9012,1.00971,1.11733,0.6422,0.5264,2.49
1.75,50,0.01,1.89551,1.01371,1.1391,0.6454,0.5099,2.52
1.75,50,0.04,1.83986,1.05223,1.2964,0.6211,0.3933,2.67
1.75,50,0.07,1.79264,1.08797,1.40996,0.6197,0.3181,2.78
1.75,50,0.1,1.75034,1.12099,1.50534,0.6264,0.2974,2.89
1.75,50,0.4,1.44892,1.42214,2.18665,0.6275,0.1072,3.48
1.75,50,0.7,1.23097,1.65287,2.65511,0.55,0.0,3.93
1.75,50,1,1.13087,1.58119,2.96789,0.4677,0.0,4.29
1.75,40,0.001,1.92875,1.0016,1.0424,0.2584,0.2101,1.8
1.75,40,0.004,1.84809,1.00519,1.0826,0.5532,0.4693,2.38
1.75,40,0.007,1.84309,1.00888,1.10809,0.5432,0.4249,2.44
1.75,40,0.01,1.83725,1.01263,1.13001,0.5301,0.3873,2.46
1.75,40,0.04,1.78641,1.04738,1.2767,0.5184,0.283,2.62
1.75,40,0.07,1.74304,1.08155,1.38382,0.5209,0.2433,2.75
1.75,40,0.1,1.70416,1.11202,1.47042,0.5336,0.227,2.84
1.75,40,0.4,1.42511,1.38846,2.09133,0.5421,0.0128,3.46
1.75,40,0.7,1.22121,1.60553,2.51821,0.4757,0.0,3.92
1.75,40,1,1.12376,1.57543,2.81789,0.4063,0.0,4.28
1.75,30,0.001,1.84222,1.00087,1.03758,0.5345,0.4898,2.37
1.75,30,0.004,1.75868,1.00458,1.07354,0.4124,0.3287,2.38
1.75,30,0.007,1.75301,1.00795,1.09739,0.3988,0.2876,2.37
1.75,30,0.01,1.74765,1.01116,1.11701,0.3911,0.2724,2.4
1.75,30,0.04,1.70248,1.04211,1.25108,0.394,0.1799,2.58
1.75,30,0.07,1.6648,1.0716,1.34561,0.4044,0.1541,2.68
1.75,30,0.1,1.63,1.10013,1.42062,0.4264,0.1416,2.79
1.75,30,0.4,1.38458,1.34143,1.96386,0.4354,0.0,3.47
1.75,30,0.7,1.20302,1.53736,2.34488,0.3817,0.0,3.93
1.75,30,1,1.11241,1.55049,2.63423,0.3273,0.0,4.27
1.75,20,0.001,1.68288,1.00079,1.03166,0.2634,0.2249,2.14
1.75,20,0.004,1.5975,1.00357,1.05957,0.2325,0.1603,2.26
1.75,20,0.007,1.59004,1.00619,1.07931,0.2277,0.1353,2.3
1.75,20,0.01,1.58628,1.00894,1.09589,0.2262,0.1255,2.32
1.75,20,0.04,1.55143,1.03349,1.20756,0.2524,0.0683,2.49
1.75,20,0.07,1.52026,1.05701,1.28315,0.2807,0.0295,2.65
1.75,20,0.1,1.49608,1.07911,1.34527,0.299,0.0087,2.79
1.75,20,0.4,1.30274,1.27326,1.7873,0.2932,0.0,3.54
1.75,20,0.7,1.15516,1.43208,2.11052,0.2539,0.0,3.99
1.75,20,1,1.07779,1.47791,2.37756,0.2174,0.0052,4.32
1.75,20,4,0.963453,1.34292,5.35551,0.1239,0.0,6.33
1.75,20,7,0.951132,1.31007,7.52074,0.0994,0.0,7.52
1.75,20,10,0.946426,1.29692,9.01504,0.0729,0.0,8.26
1.75,20,20,0.941546,1.29039,10.5207,0.0001,0.0,6.36
1.75,15,0.001,1.53834,1.00082,1.02566,0.1475,0.1141,2.07
1.75,15,0.004,1.45731,1.00292,1.04819,0.1397,0.0795,2.25
1.75,15,0.007,1.44937,1.00505,1.06484,0.1413,0.0604,2.27
1.75,15,0.01,1.44636,1.00723,1.07881,0.1441,0.0566,2.33
1.75,15,0.04,1.41884,1.02757,1.17309,0.1851,0.0044,2.54
1.75,15,0.07,1.39662,1.04668,1.23632,0.2077,0.0006,2.73
1.75,15,0.1,1.37706,1.06342,1.28951,0.2177,0.0,2.88
1.75,15,0.4,1.22208,1.22237,1.66759,0.2021,0.0,3.64
1.75,15,0.7,1.10393,1.35818,1.95152,0.1713,0.0,4.07
1.75,15,1,1.03731,1.41088,2.19701,0.146,0.0,4.41
1.75,15,4,0.933753,1.33602,4.85587,0.081,0.0,6.34
1.75,15,7,0.92216,1.30881,6.89733,0.0624,0.0,7.52
1.75,15,10,0.917593,1.30448,8.37376,0.0433,0.0,8.25
1.75,15,20,0.912922,1.29225,11.6776,0.0002,0.0,7.68
1.75,10,0.001,1.29976,1.00048,1.016,0.0559,0.0341,2.13
1.75,10,0.004,1.23438,1.00208,1.03146,0.061,0.0206,2.29
1.75,10,0.007,1.22829,1.00351,1.04321,0.0687,0.0098,2.36
1.75,10,0.01,1.22401,1.00504,1.05313,0.0747,0.0046,2.42
1.75,10,0.04,1.20676,1.01919,1.1232,0.1032,0.0009,2.74
1.75,10,0.07,1.19316,1.0329,1.17102,0.1126,0.0,2.95
1.75,10,0.1,1.17946,1.04558,1.21201,0.1143,0.0,3.1
1.75,10,0.4,1.07731,1.16102,1.51383,0.0944,0.0,3.86
1.75,10,0.7,0.998183,1.25778,1.74685,0.0762,0.0,4.28
1.75,10,1,0.951665,1.30241,1.95452,0.0627,0.0,4.62
1.75,10,4,0.870409,1.30172,4.05928,0.028,0.0,6.51
1.75,10,7,0.860474,1.28727,5.85782,0.0163,0.0,7.56
1.75,10,10,0.856515,1.28682,7.16514,0.0063,0.0,7.94
1.75,10,20,0.852657,1.28,10.0175,0.0,0.0023,26.64
1.75,7.5,0.001,1.13427,1.00048,1.00954,0.0243,0.0119,2.26
1.75,7.5,0.004,1.06697,1.00156,1.01955,0.0313,0.0,2.5
1.75,7.5,0.007,1.06045,1.00267,1.02784,0.0352,0.0003,2.59
1.75,7.5,0.01,1.05703,1.00375,1.03579,0.038,0.0005,2.65
1.75,7.5,0.04,1.04621,1.01448,1.09007,0.0537,0.0005,2.98
1.75,7.5,0.07,1.03559,1.02497,1.12851,0.0562,0.0,3.2
1.75,7.5,0.1,1.02666,1.03419,1.16227,0.0555,0.0,3.34
1.75,7.5,0.4,0.955831,1.1228,1.41697,0.0372,0.0,4.07
1.75,7.5,0.7,0.90097,1.19725,1.6198,0.0268,0.0,4.5
1.75,7.5,1,0.867974,1.2386,1.80266,0.0192,0.0,4.8
1.75,7.5,4,0.806265,1.25129,3.5103,0.0016,0.0,6.37
1.75,7.5,7,0.798304,1.2478,5.06216,0.0,0.0,18.76
1.75,7.5,10,0.795088,1.2491,6.22489,0.0,0.0,24.46
1.75,7.5,20,0.792131,1.23423,8.79805,0.0,0.0022,29.32
1.75,5,0.001,0.883126,1.00033,1.00337,0.004,0.0031,2.81
1.75,5,0.004,0.836132,1.00103,1.00806,0.0023,0.0032,3.1
1.75,5,0.007,0.829948,1.00171,1.01321,0.0024,0.0,3.12
1.75,5,0.01,0.828565,1.00242,1.01778,0.0034,0.0,3.16
1.75,5,0.04,0.820361,1.00907,1.05317,0.0056,0.0,3.5
1.75,5,0.07,0.815472,1.01569,1.08122,0.0037,0.0,3.65
1.75,5,0.1,0.81101,1.02224,1.10675,0.0023,0.0,3.75
1.75,5,0.4,0.773126,1.08203,1.31054,0.0,0.0,9.66
1.75,5,0.7,0.744511,1.12845,1.4795,0.0,0.0,11.31
1.75,5,1,0.726628,1.15063,1.6286,0.0,0.0,13.73
1.75,5,4,0.691275,1.18305,2.93913,0.0,0.0,20.74
1.75,5,7,0.686769,1.16922,4.09869,0.0,0.0,23.35
1.75,5,10,0.684918,1.17314,5.05657,0.0,0.0,27.29
1.75,5,20,0.68358,1.17451,7.89036,0.0,0.002,41.87
1.75,2.5,0.001,0.530567,1.0002,1.00189,0.0002,0.0032,5.24
1.75,2.5,0.004,0.503385,1.00052,1.00536,0.0054,0.0032,9.59
1.75,2.5,0.007,0.499938,1.00087,1.00924,0.0002,0.0032,7.19
1.75,2.5,0.01,0.498331,1.00124,1.01181,0.0011,0.0032,7.38
1.75,2.5,0.04,0.495607,1.00471,1.03773,0.0,0.0004,8.44
1.75,2.5,0.07,0.49517,1.00724,1.06116,0.0,0.0004,9.9
1.75,2.5,0.1,0.494304,1.0105,1.08373,0.0,0.0,9.83
1.75,2.5,0.4,0.483653,1.03649,1.26228,0.0,0.0,14.48
1.75,2.5,0.7,0.477319,1.05349,1.41018,0.0,0.0,18.61
1.75,2.5,1,0.472897,1.06326,1.54334,0.0,0.0,20.8
1.75,2.5,4,0.462913,1.08382,2.66319,0.0,0.0,30.19
1.75,2.5,7,0.461233,1.08541,3.70493,0.0,0.0,34.18
1.75,2.5,10,0.460643,1.08708,4.72962,0.0,0.0,37.25
1.75,2.5,20,0.459762,1.08614,7.57504,0.0,0.0,49.2
1.75,1,0.001,0.243825,1.00021,1.0018,0.0,0.0033,13.01
1.75,1,0.004,0.231557,1.00034,1.00462,0.0034,0.0032,17.85
1.75,1,0.007,0.229809,1.00053,1.00876,0.0,0.0032,14.67
1.75,1,0.01,0.229124,1.00074,1.01114,0.0,0.0032,14.71
1.75,1,0.04,0.227593,1.00274,1.03575,0.0,0.0004,17.86
1.75,1,0.07,0.227139,1.00464,1.05954,0.0,0.0,19.49
1.75,1,0.1,0.226805,1.00646,1.08226,0.0,0.0,21.16
1.75,1,0.4,0.224662,1.019,1.25574,0.0,0.0,27.73
1.75,1,0.7,0.223767,1.02513,1.38655,0.0,0.0,25.79
1.75,1,1,0.22329,1.02873,1.52942,0.0,0.0,36.37
1.75,1,4,0.222214,1.03531,2.60983,0.0,0.0,48.14
1.75,1,7,0.222013,1.03663,3.57885,0.0,0.0,53.93
1.75,1,10,0.221941,1.0371,4.49693,0.0,0.0,58.71
1.75,1,20,0.221849,1.03663,6.94205,0.0,0.0,66.63
1,100,0.001,1.59309,1.00111,1.03948,0.2511,0.2084,1.43
1,100,0.004,1.50041,1.00496,1.07769,0.6121,0.5258,2.05
1,100,0.007,1.49556,1.00834,1.10466,0.5735,0.4631,2.07
1,100,0.01,1.49478,1.01146,1.12627,0.6209,0.4956,2.15
1,100,0.04,1.46885,1.04408,1.26856,0.6278,0.4126,2.32
1,100,0.07,1.44438,1.07396,1.37306,0.642,0.3423,2.43
1,100,0.1,1.42177,1.1029,1.46279,0.6474,0.3294,2.54
1,100,0.4,1.21742,1.35432,2.13399,0.6772,0.1968,3.07
1,100,0.7,1.10263,1.42676,2.67064,0.6642,0.0375,3.43
1,100,1,1.04926,1.4179,3.1896,0.6401,0.0,3.75
1,80,0.001,1.58577,1.00095,1.03819,0.1725,0.1285,1.36
1,80,0.004,1.4778,1.00457,1.07546,0.5364,0.4594,2.0
1,80,0.007,1.47441,1.00789,1.10108,0.5457,0.4352,2.08
1,80,0.01,1.47376,1.01103,1.12144,0.5613,0.4419,2.1
1,80,0.04,1.44737,1.04234,1.25813,0.5647,0.3557,2.29
1,80,0.07,1.4243,1.07121,1.35884,0.5785,0.2981,2.41
1,80,0.1,1.4025,1.09896,1.44452,0.5824,0.2799,2.51
1,80,0.4,1.20651,1.34196,2.08477,0.622,0.1362,3.04
1,80,0.7,1.09605,1.42204,2.58377,0.6063,0.0002,3.41
1,80,1,1.04398,1.41531,3.06714,0.5797,0.0,3.73
1,60,0.001,1.51002,1.00112,1.03573,0.59,0.5471,2.0
1,60,0.004,1.4421,1.00433,1.07151,0.3281,0.2512,1.77
1,60,0.007,1.43944,1.00763,1.09536,0.4761,0.3783,2.01
1,60,0.01,1.43858,1.01084,1.11441,0.4681,0.3425,2.06
1,60,0.04,1.41402,1.03967,1.24328,0.4813,0.2616,2.23
1,60,0.07,1.39251,1.0667,1.3381,0.4924,0.2341,2.37
1,60,0.1,1.37184,1.09297,1.42118,0.4986,0.2143,2.45
1,60,0.4,1.18869,1.32333,2.01185,0.5478,0.0484,3.01
1,60,0.7,1.08471,1.40127,2.46603,0.5272,0.0,3.39
1,60,1,1.03501,1.40481,2.90189,0.4997,0.0,3.7
1,50,0.001,1.50586,1.00165,1.03428,0.465,0.4249,1.78
1,50,0.004,1.4158,1.00412,1.06825,0.4127,0.3365,1.95
1,50,0.007,1.41249,1.00719,1.09077,0.4276,0.3301,2.04
1,50,0.01,1.41176,1.01012,1.10894,0.4219,0.3062,2.04
1,50,0.04,1.38809,1.0376,1.23357,0.4277,0.2111,2.2
1,50,0.07,1.36788,1.06519,1.32439,0.4378,0.1943,2.33
1,50,0.1,1.34818,1.08869,1.40456,0.4472,0.1709,2.41
1,50,0.4,1.17484,1.30935,1.96239,0.499,0.006,3.01
1,50,0.7,1.07529,1.39339,2.38623,0.4751,0.0,3.39
1,50,1,1.02774,1.39863,2.79289,0.4479,0.0205,3.68
1,40,0.001,1.47052,1.00048,1.03327,0.4043,0.3663,1.69
1,40,0.004,1.37924,1.00388,1.06461,0.3669,0.2941,1.96
1,40,0.007,1.37506,1.00691,1.08554,0.3394,0.2426,1.95
1,40,0.01,1.37382,1.00976,1.10178,0.3505,0.2443,1.99
1,40,0.04,1.35192,1.03589,1.21975,0.361,0.1655,2.18
1,40,0.07,1.33216,1.06068,1.30639,0.3735,0.1422,2.28
1,40,0.1,1.3136,1.08477,1.38086,0.3886,0.1139,2.36
1,40,0.4,1.1527,1.29047,1.89688,0.4367,0.0,3.01
1,40,0.7,1.06099,1.37129,2.28584,0.4111,0.0,3.38
1,40,1,1.01568,1.38588,2.66014,0.3856,0.018,3.67
1,30,0.001,1.38002,1.00162,1.03003,0.1202,0.083,1.41
1,30,0.004,1.32078,1.00343,1.05806,0.2688,0.2023,1.86
1,30,0.007,1.31655,1.00604,1.07665,0.2654,0.1796,1.89
1,30,0.01,1.31394,1.0088,1.09221,0.2656,0.1625,1.94
1,30,0.04,1.2943,1.0328,1.20126,0.2807,0.1084,2.11
1,30,0.07,1.27668,1.05418,1.27964,0.3027,0.0716,2.22
1,30,0.1,1.2604,1.07596,1.34555,0.3221,0.044,2.33
1,30,0.4,1.11811,1.26309,1.80775,0.3555,0.0,3.02
1,30,0.7,1.0349,1.34552,2.15543,0.3286,0.013,3.39
1,30,1,0.994573,1.36098,2.4916,0.3057,0.0134,3.68
1,20,0.001,1.28903,1.00101,1.02493,0.1845,0.1534,1.68
1,20,0.004,1.2155,1.00291,1.04747,0.1593,0.0983,1.77
1,20,0.007,1.21036,1.00501,1.06335,0.1608,0.088,1.82
1,20,0.01,1.20807,1.0072,1.07654,0.1641,0.0711,1.85
1,20,0.04,1.19164,1.0266,1.16998,0.197,0.0219,2.05
1,20,0.07,1.17775,1.04543,1.23516,0.2207,0.0005,2.22
1,20,0.1,1.16479,1.06369,1.28927,0.2369,0.0002,2.36
1,20,0.4,1.05007,1.21948,1.67776,0.2422,0.0,3.07
1,20,0.7,0.983281,1.29717,1.97588,0.2181,0.0046,3.44
1,20,1,0.949868,1.30614,2.25967,0.1995,0.0049,3.72
1,20,4,0.885364,1.29607,5.27357,0.1301,0.0,5.4
1,20,7,0.877304,1.27931,7.29518,0.1029,0.0,6.42
1,20,10,0.874152,1.28359,8.83116,0.0771,0.0,7.04
1,20,20,0.87065,1.27741,11.5322,0.0054,0.0012,16.42
1,15,0.001,1.20287,1.00073,1.02084,0.1082,0.0802,1.6
1,15,0.004,1.12411,1.00251,1.03909,0.1018,0.0526,1.74
1,15,0.007,1.11866,1.00434,1.05251,0.1069,0.0429,1.81
1,15,0.01,1.11599,1.00608,1.06419,0.1094,0.0363,1.81
1,15,0.04,1.10188,1.02266,1.14473,0.1477,0.0012,2.09
1,15,0.07,1.09088,1.03875,1.20031,0.1664,0.0007,2.28
1,15,0.1,1.08001,1.05349,1.2468,0.1752,0.0,2.43
1,15,0.4,0.987141,1.1866,1.58701,0.1669,0.0,3.14
1,15,0.7,0.933235,1.25443,1.85072,0.146,0.0,3.51
1,15,1,0.904785,1.26336,2.09881,0.1317,0.0,3.79
1,15,4,0.850921,1.27008,4.67977,0.0822,0.0,5.45
1,15,7,0.843662,1.26682,6.53927,0.062,0.0,6.46
1,15,10,0.840683,1.26251,7.92145,0.0428,0.0,7.06
1,15,20,0.837693,1.26788,11.1382,0.0054,0.0,6.94
1,10,0.001,1.03833,1.00056,1.01357,0.0439,0.026,1.61
1,10,0.004,0.972596,1.00198,1.02586,0.0492,0.0129,1.76
1,10,0.007,0.965752,1.00325,1.03594,0.056,0.0063,1.85
1,10,0.01,0.96446,1.0045,1.04432,0.0604,0.0004,1.9
1,10,0.04,0.954048,1.01734,1.10637,0.0831,0.0006,2.22
1,10,0.07,0.945813,1.02973,1.14943,0.0915,0.0,2.42
1,10,0.1,0.938332,1.04133,1.18658,0.0936,0.0,2.57
1,10,0.4,0.874913,1.14165,1.46455,0.0774,0.0,3.28
1,10,0.7,0.838476,1.19437,1.68318,0.063,0.0,3.65
1,10,1,0.819219,1.21456,1.88615,0.054,0.0,3.93
1,10,4,0.781233,1.22246,3.86057,0.0262,0.0,5.58
1,10,7,0.776005,1.22642,5.47686,0.0148,0.0,6.54
1,10,10,0.773793,1.22399,6.65563,0.005,0.0,6.75
1,10,20,0.771936,1.22885,9.34899,0.0,0.0021,27.99
1,7.5,0.001,0.912789,1.00047,1.00789,0.0201,0.0098,1.69
1,7.5,0.004,0.854536,1.00151,1.01647,0.0258,0.0001,1.91
1,7.5,0.007,0.84909,1.00256,1.02369,0.0287,0.0,2.0
1,7.5,0.01,0.846884,1.00362,1.0307,0.0306,0.0005,2.05
1,7.5,0.04,0.839053,1.01387,1.07999,0.0435,0.0005,2.37
1,7.5,0.07,0.832944,1.02333,1.11533,0.0454,0.0,2.59
1,7.5,0.1,0.82728,1.0326,1.14616,0.0445,0.0,2.73
1,7.5,0.4,0.780785,1.11154,1.38486,0.0288,0.0,3.4
1,7.5,0.7,0.75506,1.15248,1.5779,0.0204,0.0,3.76
1,7.5,1,0.741593,1.17411,1.75327,0.0148,0.0,4.02
1,7.5,4,0.715337,1.18494,3.35319,0.0012,0.0,5.39
1,7.5,7,0.711558,1.19351,4.7595,0.0,0.0,17.66
1,7.5,10,0.709941,1.18593,5.81639,0.0,0.0,21.5
1,7.5,20,0.708745,1.18941,8.80056,0.0,0.0021,32.4
1,5,0.001,0.728926,1.00036,1.00284,0.0035,0.0032,2.07
1,5,0.004,0.681902,1.00105,1.00725,0.0016,0.0032,2.38
1,5,0.007,0.67742,1.00184,1.0118,0.0009,0.0,2.35
1,5,0.01,0.676076,1.00259,1.0161,0.0018,0.0,2.37
1,5,0.04,0.670478,1.00993,1.04951,0.0036,0.0,2.69
1,5,0.07,0.666805,1.0168,1.07602,0.002,0.0,2.82
1,5,0.1,0.663287,1.02355,1.10027,0.0008,0.0,2.89
1,5,0.4,0.637665,1.07826,1.29537,0.0,0.0,9.2
1,5,0.7,0.624342,1.10505,1.45891,0.0,0.0,10.4
1,5,1,0.617623,1.1207,1.60462,0.0,0.0,13.42
1,5,4,0.603747,1.14293,2.85331,0.0,0.0,19.24
1,5,7,0.601851,1.13798,3.9266,0.0,0.0,21.86
1,5,10,0.600937,1.13282,4.85974,0.0,0.0,24.92
1,5,20,0.600949,1.13862,7.80536,0.0,0.0003,35.5
1,2.5,0.001,0.442926,1.00022,1.00188,0.0003,0.0026,3.95
1,2.5,0.004,0.420172,1.00066,1.00524,0.0052,0.0032,7.79
1,2.5,0.007,0.417226,1.0011,1.0092,0.0001,0.0032,5.57
1,2.5,0.01,0.417218,1.00156,1.01162,0.0008,0.0032,5.69
1,2.5,0.04,0.41467,1.00569,1.03758,0.0,0.0003,7.05
1,2.5,0.07,0.41352,1.00976,1.06094,0.0,0.0004,8.45
